#k  alpha sigma peak_neg peak_pos  theta_neg  theta_pos  peak_separation
20.0855 -0.2 4.53999e-05 -0.00300486 0.00241185 -1.12 1.12 2.24
1096.63 -0.2 4.53999e-05 -0.00300558 0.00241229 -1.12 1.12 2.24
0.367879 -0.2 4.53999e-05 -0.00296645 0.00238903 -1.1 1.14 2.24
0.00673795 -0.2 4.53999e-05 -0.00181153 0.00174942 -0.74 1.66 2.4
20.0855 -0.2 0.000335463 -0.00816466 0.00655478 -1.12 1.12 2.24
1096.63 -0.2 0.000335463 -0.00816994 0.00655804 -1.12 1.12 2.24
20.0855 -0.2 0.00247875 -0.0221688 0.0178003 -1.12 1.12 2.24
0.367879 -0.2 0.000335463 -0.00788816 0.00639806 -1.1 1.16 2.26
0.00673795 -0.2 0.000335463 -0.00309624 0.00332308 -0.32 2.2 2.52
1096.63 -0.2 0.00247875 -0.0222077 0.0178242 -1.12 1.12 2.24
20.0855 -0.2 0.0183156 -0.0600766 0.0482798 -1.12 1.12 2.24
0.367879 -0.2 0.00247875 -0.0202595 0.0167914 -1.06 1.2 2.26
0.00673795 -0.2 0.00247875 -0.00449751 0.00519981 0.28 2.9 2.62
1096.63 -0.2 0.0183156 -0.0603635 0.0484549 -1.12 1.12 2.24
20.0855 -0.2 0.135335 -0.161963 0.13045 -1.1 1.14 2.24
0.367879 -0.2 0.0183156 -0.0480905 0.0421294 -0.96 1.34 2.3
0.00673795 -0.2 0.0183156 -0.00588515 0.00707341 1 3.68 2.68
20.0855 -0.2 1 -0.430679 0.349322 -1.1 1.16 2.26
1096.63 -0.2 0.135335 -0.16406 0.131698 -1.12 1.12 2.24
0.367879 -0.2 0.135335 -0.0989067 0.0955118 -0.74 1.66 2.4
0.00673795 -0.2 0.135335 -0.00728873 0.008905 1.78 4.5 2.72
20.0855 -0.2 7.38906 -1.10614 0.916775 -1.06 1.2 2.26
1096.63 -0.2 1 -0.445775 0.357879 -1.12 1.12 2.24
20.0855 -0.2 54.5982 -2.62574 2.30014 -0.96 1.34 2.3
0.00673795 -0.2 1 -0.00879437 0.0107976 2.58 5.32 2.74
0.367879 -0.2 1 -0.169052 0.181433 -0.32 2.2 2.52
1096.63 -0.2 7.38906 -1.21037 0.971861 -1.12 1.12 2.24
20.0855 -0.2 403.429 -5.40115 5.21426 -0.74 1.66 2.4
20.0855 -0.2 2980.96 -9.23758 9.90339 -0.32 2.2 2.52
0.00673795 -0.2 7.38906 -0.0104866 0.012872 3.4 6.16 2.76
0.367879 -0.2 7.38906 -0.245569 0.283898 0.28 2.9 2.62
1096.63 -0.2 54.5982 -3.28008 2.63599 -1.12 1.12 2.24
0.00673795 -0.2 54.5982 -0.0124403 0.0152278 4.24 6.98 2.74
0.367879 -0.2 54.5982 -0.321372 0.38619 1 3.68 2.68
1096.63 -0.2 403.429 -8.84293 7.1223 -1.1 1.14 2.24
1096.63 -0.2 2980.96 -23.5153 19.0718 -1.1 1.16 2.26
0.367879 -0.2 403.429 -0.398141 0.486188 1.78 4.5 2.72
0.00673795 -0.2 403.429 -0.0147272 0.0179586 5.06 7.82 2.76
0.367879 -0.2 2980.96 -0.480794 0.589517 2.58 5.32 2.74
0.00673795 -0.2 2980.96 -0.0174267 0.0211502 5.9 8.66 2.76
20.0855 0 4.53999e-05 -0.0030051 0.00241229 -1.12 1.12 2.24
1096.63 0 4.53999e-05 -0.00300558 0.0024123 -1.12 1.12 2.24
0.367879 0 4.53999e-05 -0.00297889 0.00241154 -1.12 1.14 2.26
0.00673795 0 4.53999e-05 -0.0020225 0.00229401 -1.4 1.62 3.02
20.0855 0 0.000335463 -0.0081664 0.006558 -1.12 1.12 2.24
1096.63 0 0.000335463 -0.00816997 0.0065581 -1.12 1.12 2.24
0.367879 0 0.000335463 -0.00797566 0.00655196 -1.14 1.16 2.3
20.0855 0 0.00247875 -0.0221816 0.0178239 -1.12 1.12 2.24
0.00673795 0 0.000335463 -0.00354976 0.00541674 -1.62 2.18 3.8
1096.63 0 0.00247875 -0.022208 0.0178246 -1.12 1.12 2.24
20.0855 0 0.0183156 -0.0601706 0.0484524 -1.12 1.12 2.24
0.367879 0 0.00247875 -0.0208287 0.0177695 -1.16 1.2 2.36
0.00673795 0 0.00247875 -0.00497772 0.0102334 -1.88 2.98 4.86
1096.63 0 0.0183156 -0.0603652 0.0484581 -1.12 1.12 2.24
20.0855 0 0.135335 -0.162642 0.131682 -1.12 1.14 2.26
0.367879 0 0.0183156 -0.0511662 0.0478844 -1.24 1.34 2.58
0.00673795 0 0.0183156 -0.00590624 0.0148213 -2.14 3.88 6.02
20.0855 0 1 -0.435457 0.357725 -1.14 1.16 2.3
1096.63 0 0.135335 -0.164073 0.131722 -1.12 1.12 2.24
0.367879 0 0.135335 -0.110425 0.12527 -1.4 1.62 3.02
0.00673795 0 0.135335 -0.00637937 0.0178011 -2.38 4.86 7.24
20.0855 0 7.38906 -1.13721 0.97018 -1.16 1.2 2.36
1096.63 0 1 -0.44587 0.358055 -1.12 1.12 2.24
0.367879 0 1 -0.193813 0.295742 -1.62 2.18 3.8
20.0855 0 54.5982 -2.79365 2.61435 -1.24 1.34 2.58
0.00673795 0 1 -0.00658988 0.0194742 -2.56 5.84 8.4
1096.63 0 7.38906 -1.21107 0.97315 -1.12 1.12 2.24
20.0855 0 403.429 -6.02982 6.83873 -1.4 1.62 3.02
0.367879 0 7.38906 -0.271786 0.558714 -1.88 2.98 4.86
0.00673795 0 7.38906 -0.00667739 0.0204601 -2.72 6.84 9.56
20.0855 0 2980.96 -10.5889 16.1404 -1.62 2.18 3.8
1096.63 0 54.5982 -3.28521 2.64541 -1.12 1.12 2.24
0.367879 0 54.5982 -0.322512 0.809192 -2.14 3.88 6.02
0.00673795 0 54.5982 -0.00671284 0.0211689 -2.84 7.84 10.68
1096.63 0 403.429 -8.88 7.18956 -1.12 1.14 2.26
1096.63 0 2980.96 -23.7758 19.5307 -1.14 1.16 2.3
0.367879 0 403.429 -0.348424 0.971848 -2.36 4.86 7.22
0.00673795 0 403.429 -0.00672777 0.0217429 -2.74 8.82 11.56
0.367879 0 2980.96 -0.36012 1.06313 -2.5 5.84 8.34
0.00673795 0 2980.96 -0.00673627 0.0222619 -1.96 9.82 11.78
20.0855 0.2 4.53999e-05 -0.00300528 0.00241228 -1.12 1.12 2.24
1096.63 0.2 4.53999e-05 -0.00300558 0.0024123 -1.12 1.12 2.24
0.00673795 0.2 4.53999e-05 -0.00232976 0.00233073 -1.98 1.72 3.7
0.367879 0.2 4.53999e-05 -0.00298848 0.00241103 -1.12 1.14 2.26
20.0855 0.2 0.000335463 -0.00816772 0.00655792 -1.12 1.12 2.24
1096.63 0.2 0.000335463 -0.00817 0.0065581 -1.12 1.12 2.24
0.00673795 0.2 0.000335463 -0.0049587 0.00598069 -4.1 2.4 6.5
0.367879 0.2 0.000335463 -0.00804521 0.00654855 -1.16 1.16 2.32
20.0855 0.2 0.00247875 -0.0221913 0.0178233 -1.12 1.12 2.24
1096.63 0.2 0.00247875 -0.0222082 0.0178246 -1.12 1.12 2.24
0.00673795 0.2 0.00247875 -0.0116334 0.0144895 -9.64 3.36 13
20.0855 0.2 0.0183156 -0.0602423 0.0484484 -1.12 1.14 2.26
0.367879 0.2 0.00247875 -0.0213139 0.0177519 -1.22 1.22 2.44
1096.63 0.2 0.0183156 -0.0603666 0.048458 -1.12 1.12 2.24
20.0855 0.2 0.135335 -0.163166 0.131654 -1.12 1.14 2.26
0.00673795 0.2 0.0183156 -0.0304169 0.0325601 -14.84 4.5 19.34
0.367879 0.2 0.0183156 -0.0542718 0.0478907 -1.42 1.38 2.8
1096.63 0.2 0.135335 -0.164083 0.131722 -1.12 1.12 2.24
20.0855 0.2 1 -0.439254 0.357539 -1.16 1.16 2.32
0.00673795 0.2 0.135335 -0.0818206 0.0650295 -19.88 5.72 25.6
0.367879 0.2 0.135335 -0.127201 0.127272 -1.98 1.72 3.7
20.0855 0.2 7.38906 -1.1637 0.969219 -1.22 1.22 2.44
1096.63 0.2 1 -0.445942 0.35805 -1.12 1.12 2.24
0.00673795 0.2 1 -0.182711 0.106752 -20 6.96 26.96
0.367879 0.2 1 -0.270736 0.326532 -4.1 2.4 6.5
20.0855 0.2 54.5982 -2.96317 2.6147 -1.42 1.38 2.8
1096.63 0.2 7.38906 -1.21161 0.973119 -1.12 1.12 2.24
20.0855 0.2 403.429 -6.94533 6.94824 -1.98 1.72 3.7
0.00673795 0.2 7.38906 -0.275868 0.13909 -19.98 8.2 28.18
0.367879 0.2 7.38906 -0.63516 0.791084 -9.64 3.36 13
20.0855 0.2 2980.96 -14.7831 17.8215 -4.08 2.38 6.46
1096.63 0.2 54.5982 -3.28912 2.64519 -1.12 1.14 2.26
0.00673795 0.2 54.5982 -0.329861 0.155481 -20 9.46 29.46
0.367879 0.2 54.5982 -1.66066 1.77758 -14.84 4.5 19.34
1096.63 0.2 403.429 -8.90857 7.18803 -1.12 1.14 2.26
1096.63 0.2 2980.96 -23.9828 19.5207 -1.16 1.16 2.32
0.00673795 0.2 403.429 -0.353298 0.160391 -20 10.72 30.72
0.367879 0.2 403.429 -4.46691 3.54966 -19.88 5.72 25.6
0.00673795 0.2 2980.96 -0.362903 0.160321 -20 11.96 31.96
0.367879 0.2 2980.96 -9.98047 5.82517 -20 6.96 26.96
20.0855 0.4 4.53999e-05 -0.00300541 0.00241222 -1.12 1.12 2.24
1096.63 0.4 4.53999e-05 -0.00300559 0.0024123 -1.12 1.12 2.24
0.367879 0.4 4.53999e-05 -0.00299586 0.00240809 -1.14 1.14 2.28
0.00673795 0.4 4.53999e-05 -0.00262069 0.00222551 -2.06 1.84 3.9
20.0855 0.4 0.000335463 -0.00816873 0.00655752 -1.12 1.12 2.24
1096.63 0.4 0.000335463 -0.00817002 0.00655809 -1.12 1.12 2.24
0.00673795 0.4 0.000335463 -0.00637035 0.00554881 -3.48 2.72 6.2
0.367879 0.4 0.000335463 -0.00809901 0.00652711 -1.16 1.16 2.32
20.0855 0.4 0.00247875 -0.0221988 0.0178203 -1.12 1.12 2.24
1096.63 0.4 0.00247875 -0.0222083 0.0178246 -1.12 1.12 2.24
20.0855 0.4 0.0183156 -0.060297 0.0484266 -1.12 1.14 2.26
0.00673795 0.4 0.00247875 -0.0160697 0.0134758 -5.78 4.04 9.82
0.367879 0.4 0.00247875 -0.0216986 0.0175999 -1.24 1.24 2.48
1096.63 0.4 0.0183156 -0.0603676 0.0484576 -1.12 1.12 2.24
20.0855 0.4 0.135335 -0.163568 0.131493 -1.14 1.14 2.28
0.00673795 0.4 0.0183156 -0.0426689 0.0325383 -8.3 5.64 13.94
0.367879 0.4 0.0183156 -0.0568863 0.0468785 -1.46 1.42 2.88
20.0855 0.4 1 -0.442191 0.356368 -1.16 1.16 2.32
1096.63 0.4 0.135335 -0.16409 0.131719 -1.12 1.12 2.24
0.00673795 0.4 0.135335 -0.115388 0.0779619 -10.8 7.32 18.12
0.367879 0.4 0.135335 -0.143085 0.121525 -2.06 1.84 3.9
20.0855 0.4 7.38906 -1.1847 0.960918 -1.24 1.24 2.48
1096.63 0.4 1 -0.445997 0.358029 -1.12 1.12 2.24
20.0855 0.4 54.5982 -3.10588 2.55945 -1.46 1.42 2.88
0.367879 0.4 1 -0.347809 0.302953 -3.48 2.72 6.2
0.00673795 0.4 1 -0.313346 0.183393 -13.3 9 22.3
1096.63 0.4 7.38906 -1.21201 0.972957 -1.12 1.12 2.24
20.0855 0.4 403.429 -7.81213 6.63474 -2.06 1.84 3.9
20.0855 0.4 2980.96 -18.988 16.5368 -3.46 2.7 6.16
0.367879 0.4 7.38906 -0.877368 0.735738 -5.78 4.04 9.82
0.00673795 0.4 7.38906 -0.851601 0.415973 -15.8 10.68 26.48
1096.63 0.4 54.5982 -3.29211 2.644 -1.12 1.14 2.26
1096.63 0.4 403.429 -8.93054 7.17928 -1.14 1.14 2.28
0.367879 0.4 54.5982 -2.32956 1.77641 -8.3 5.64 13.94
0.00673795 0.4 54.5982 -2.31476 0.883667 -18.3 12.36 30.66
1096.63 0.4 2980.96 -24.1429 19.4569 -1.16 1.16 2.32
0.367879 0.4 403.429 -6.2993 4.25564 -10.8 7.32 18.12
0.00673795 0.4 403.429 -6.16831 1.64045 -20 14.02 34.02
0.367879 0.4 2980.96 -17.103 10.006 -13.3 9 22.3
0.00673795 0.4 2980.96 -11.9649 2.45966 -20 15.7 35.7
20.0855 0.6 4.53999e-05 -0.00300552 0.00241214 -1.12 1.12 2.24
1096.63 0.6 4.53999e-05 -0.00300559 0.0024123 -1.12 1.12 2.24
0.00673795 0.6 4.53999e-05 -0.00284277 0.00205902 -1.92 1.92 3.84
0.367879 0.6 4.53999e-05 -0.0030015 0.0024038 -1.14 1.14 2.28
20.0855 0.6 0.000335463 -0.00816949 0.00655694 -1.12 1.12 2.24
1096.63 0.6 0.000335463 -0.00817003 0.00655808 -1.12 1.12 2.24
20.0855 0.6 0.00247875 -0.0222044 0.017816 -1.12 1.12 2.24
0.00673795 0.6 0.000335463 -0.00739396 0.00477943 -2.88 3.1 5.98
0.367879 0.6 0.000335463 -0.00814029 0.00649577 -1.16 1.16 2.32
1096.63 0.6 0.00247875 -0.0222084 0.0178245 -1.12 1.12 2.24
20.0855 0.6 0.0183156 -0.0603389 0.0483948 -1.12 1.14 2.26
0.00673795 0.6 0.00247875 -0.0194407 0.011009 -4.28 5.24 9.52
0.367879 0.6 0.00247875 -0.0219946 0.0173758 -1.24 1.24 2.48
1096.63 0.6 0.0183156 -0.0603683 0.048457 -1.12 1.12 2.24
20.0855 0.6 0.135335 -0.163877 0.131259 -1.14 1.14 2.28
0.00673795 0.6 0.0183156 -0.0521488 0.0265218 -5.9 7.8 13.7
0.367879 0.6 0.0183156 -0.0589037 0.045357 -1.44 1.44 2.88
20.0855 0.6 1 -0.444445 0.354657 -1.16 1.16 2.32
1096.63 0.6 0.135335 -0.164096 0.131714 -1.12 1.12 2.24
0.00673795 0.6 0.135335 -0.141259 0.0652805 -7.54 10.36 17.9
0.367879 0.6 0.135335 -0.15521 0.112434 -1.92 1.92 3.84
20.0855 0.6 7.38906 -1.20086 0.948688 -1.24 1.24 2.48
1096.63 0.6 1 -0.446039 0.357997 -1.12 1.12 2.24
20.0855 0.6 54.5982 -3.21601 2.47641 -1.44 1.44 2.88
0.00673795 0.6 1 -0.383688 0.161089 -9.22 12.9 22.12
0.367879 0.6 1 -0.403695 0.260948 -2.88 3.1 5.98
1096.63 0.6 7.38906 -1.21232 0.972722 -1.12 1.12 2.24
20.0855 0.6 403.429 -8.47382 6.13871 -1.92 1.92 3.84
20.0855 0.6 2980.96 -22.0364 14.2465 -2.88 3.1 5.98
0.00673795 0.6 7.38906 -1.04281 0.395347 -10.88 15.42 26.3
0.367879 0.6 7.38906 -1.06141 0.601063 -4.28 5.24 9.52
1096.63 0.6 54.5982 -3.29439 2.64227 -1.12 1.14 2.26
1096.63 0.6 403.429 -8.94736 7.16651 -1.14 1.14 2.28
0.00673795 0.6 54.5982 -2.83446 0.962275 -12.54 17.96 30.5
0.367879 0.6 54.5982 -2.84709 1.44796 -5.9 7.8 13.7
1096.63 0.6 2980.96 -24.2657 19.3637 -1.16 1.16 2.32
0.00673795 0.6 403.429 -7.70413 2.28835 -14.22 20 34.22
0.367879 0.6 403.429 -7.71145 3.56352 -7.54 10.36 17.9
0.00673795 0.6 2980.96 -20.9371 3.97653 -15.88 20 35.88
0.367879 0.6 2980.96 -20.941 8.79006 -9.2 12.9 22.1
20.0855 0.8 4.53999e-05 -0.0030056 0.00241204 -1.12 1.12 2.24
1096.63 0.8 4.53999e-05 -0.00300559 0.0024123 -1.12 1.12 2.24
0.00673795 0.8 4.53999e-05 -0.00300959 0.00183859 -1.76 1.84 3.6
0.367879 0.8 4.53999e-05 -0.00300589 0.002398 -1.12 1.14 2.26
20.0855 0.8 0.000335463 -0.00817009 0.00655615 -1.12 1.12 2.24
1096.63 0.8 0.000335463 -0.00817004 0.00655807 -1.12 1.12 2.24
0.00673795 0.8 0.000335463 -0.00816298 0.00372278 -2.46 3.14 5.6
20.0855 0.8 0.00247875 -0.0222088 0.0178102 -1.12 1.12 2.24
0.367879 0.8 0.000335463 -0.00817226 0.00645351 -1.16 1.16 2.32
1096.63 0.8 0.00247875 -0.0222085 0.0178244 -1.12 1.12 2.24
20.0855 0.8 0.0183156 -0.0603715 0.0483516 -1.12 1.14 2.26
0.00673795 0.8 0.00247875 -0.022117 0.00743723 -3.46 7.78 11.24
0.367879 0.8 0.00247875 -0.0222232 0.0170742 -1.22 1.22 2.44
1096.63 0.8 0.0183156 -0.0603689 0.0484562 -1.12 1.12 2.24
20.0855 0.8 0.135335 -0.164116 0.130942 -1.12 1.14 2.26
0.00673795 0.8 0.0183156 -0.0600022 0.0171798 -4.62 13.32 17.94
0.367879 0.8 0.0183156 -0.0604465 0.0433277 -1.38 1.4 2.78
1096.63 0.8 0.135335 -0.1641 0.131709 -1.12 1.12 2.24
20.0855 0.8 1 -0.44619 0.35235 -1.16 1.16 2.32
0.00673795 0.8 0.135335 -0.162981 0.0418366 -5.86 18.56 24.42
0.367879 0.8 0.135335 -0.164318 0.100397 -1.76 1.84 3.6
20.0855 0.8 7.38906 -1.21334 0.932223 -1.22 1.22 2.44
1096.63 0.8 1 -0.446072 0.357953 -1.12 1.12 2.24
20.0855 0.8 54.5982 -3.30022 2.36564 -1.38 1.4 2.78
0.00673795 0.8 1 -0.442925 0.0917316 -7.1 20 27.1
0.367879 0.8 1 -0.445681 0.203258 -2.46 3.14 5.6
1096.63 0.8 7.38906 -1.21256 0.972403 -1.12 1.12 2.24
20.0855 0.8 403.429 -8.97083 5.48193 -1.76 1.84 3.6
20.0855 0.8 2980.96 -24.3261 11.101 -2.46 3.14 5.6
0.00673795 0.8 7.38906 -1.2039 0.135488 -8.34 20.02 28.36
1096.63 0.8 54.5982 -3.29617 2.63991 -1.12 1.14 2.26
0.367879 0.8 7.38906 -1.20753 0.406057 -3.46 7.78 11.24
1096.63 0.8 403.429 -8.96044 7.14922 -1.12 1.14 2.26
0.00673795 0.8 54.5982 -3.27232 0.154574 -9.6 20 29.6
0.367879 0.8 54.5982 -3.27583 0.937947 -4.62 13.32 17.94
1096.63 0.8 2980.96 -24.3609 19.238 -1.16 1.16 2.32
0.00673795 0.8 403.429 -8.89424 0.157351 -10.84 20 30.84
0.367879 0.8 403.429 -8.89709 2.28385 -5.86 18.56 24.42
0.00673795 0.8 2980.96 -24.1703 0.153148 -12.08 20 32.08
0.367879 0.8 2980.96 -24.1726 5.00918 -7.1 20 27.1
20.0855 1 4.53999e-05 -0.00300566 0.00241189 -1.12 1.12 2.24
1096.63 1 4.53999e-05 -0.00300559 0.00241229 -1.12 1.12 2.24
0.00673795 1 4.53999e-05 -0.00313967 0.00160402 -1.62 1.42 3.04
0.367879 1 4.53999e-05 -0.00300944 0.00239029 -1.12 1.14 2.26
20.0855 1 0.000335463 -0.00817057 0.00655509 -1.12 1.12 2.24
1096.63 1 0.000335463 -0.00817005 0.00655805 -1.12 1.12 2.24
0.00673795 1 0.000335463 -0.00876018 0.00277485 -2.16 1.66 3.82
0.367879 1 0.000335463 -0.00819799 0.00639788 -1.14 1.14 2.28
20.0855 1 0.00247875 -0.0222124 0.0178024 -1.12 1.12 2.24
1096.63 1 0.00247875 -0.0222085 0.0178242 -1.12 1.12 2.24
20.0855 1 0.0183156 -0.0603977 0.0482944 -1.12 1.12 2.24
0.00673795 1 0.00247875 -0.0242626 0.00380121 -2.94 1.94 4.88
0.367879 1 0.00247875 -0.0224058 0.0166877 -1.2 1.18 2.38
1096.63 1 0.0183156 -0.0603694 0.0484552 -1.12 1.12 2.24
20.0855 1 0.135335 -0.16431 0.130521 -1.12 1.14 2.26
0.00673795 1 0.0183156 -0.0665763 0.00437737 -3.84 2.24 6.08
0.367879 1 0.0183156 -0.0616692 0.0408778 -1.32 1.26 2.58
1096.63 1 0.135335 -0.164104 0.131701 -1.12 1.12 2.24
20.0855 1 1 -0.447595 0.349313 -1.14 1.14 2.28
0.367879 1 0.135335 -0.17142 0.0875883 -1.62 1.42 3.04
0.00673795 1 0.135335 -0.181685 0.00456863 -4.8 2.5 7.3
20.0855 1 7.38906 -1.22331 0.911121 -1.2 1.18 2.38
1096.63 1 1 -0.446098 0.357896 -1.12 1.12 2.24
20.0855 1 54.5982 -3.36697 2.23192 -1.32 1.26 2.58
0.367879 1 1 -0.478287 0.151505 -2.16 1.66 3.82
0.00673795 1 1 -0.494619 0.00454999 -5.8 2.74 8.54
1096.63 1 7.38906 -1.21276 0.971979 -1.12 1.12 2.24
20.0855 1 403.429 -9.35831 4.78306 -1.62 1.42 3.04
20.0855 1 2980.96 -26.1037 8.28049 -2.16 1.64 3.8
0.367879 1 7.38906 -1.32466 0.207558 -2.94 1.94 4.88
0.00673795 1 7.38906 -1.34526 0.00444278 -6.78 2.94 9.72
1096.63 1 54.5982 -3.2976 2.63679 -1.12 1.12 2.24
1096.63 1 403.429 -8.97099 7.12624 -1.12 1.14 2.26
0.367879 1 54.5982 -3.63472 0.239107 -3.84 2.24 6.08
0.00673795 1 54.5982 -3.65743 0.0043468 -7.78 3.06 10.84
1096.63 1 2980.96 -24.4374 19.0725 -1.14 1.14 2.28
0.367879 1 403.429 -9.91799 0.250102 -4.8 2.5 7.3
0.00673795 1 403.429 -9.94162 0.00456176 -8.78 2.9 11.68
0.367879 1 2980.96 -26.9924 0.252654 -5.78 2.66 8.44
0.00673795 1 2980.96 -27.0168 0.00719326 -9.78 1.88 11.66
20.0855 1.2 4.53999e-05 -0.00300572 0.00241171 -1.12 1.12 2.24
1096.63 1.2 4.53999e-05 -0.00300559 0.00241229 -1.12 1.12 2.24
0.367879 1.2 4.53999e-05 -0.00301248 0.00238024 -1.12 1.12 2.24
0.00673795 1.2 4.53999e-05 -0.00324564 0.00142523 -1.48 0.88 2.36
20.0855 1.2 0.000335463 -0.00817098 0.0065537 -1.12 1.12 2.24
1096.63 1.2 0.000335463 -0.00817006 0.00655802 -1.12 1.12 2.24
20.0855 1.2 0.00247875 -0.0222154 0.0177922 -1.12 1.12 2.24
0.367879 1.2 0.000335463 -0.00822001 0.00632696 -1.14 1.12 2.26
0.00673795 1.2 0.000335463 -0.00923523 0.00235386 -1.92 0.66 2.58
1096.63 1.2 0.00247875 -0.0222086 0.017824 -1.12 1.12 2.24
20.0855 1.2 0.0183156 -0.0604202 0.0482191 -1.12 1.12 2.24
0.367879 1.2 0.00247875 -0.022562 0.0162242 -1.16 1.08 2.24
0.00673795 1.2 0.00247875 -0.0259949 0.00317754 -2.56 0.4 2.96
1096.63 1.2 0.0183156 -0.0603698 0.0484538 -1.12 1.12 2.24
20.0855 1.2 0.135335 -0.164476 0.129972 -1.12 1.12 2.24
0.367879 1.2 0.0183156 -0.0626955 0.0383458 -1.24 1.02 2.26
0.00673795 1.2 0.0183156 -0.0720835 0.00366786 -3.3 0.28 3.58
1096.63 1.2 0.135335 -0.164107 0.13169 -1.12 1.12 2.24
20.0855 1.2 1 -0.448797 0.345441 -1.14 1.12 2.26
0.367879 1.2 0.135335 -0.177205 0.0778256 -1.48 0.88 2.36
0.00673795 1.2 0.135335 -0.197872 0.00381325 -4.1 0.28 4.38
20.0855 1.2 7.38906 -1.23184 0.885818 -1.16 1.08 2.24
1096.63 1.2 1 -0.446121 0.35782 -1.12 1.12 2.24
20.0855 1.2 54.5982 -3.42299 2.09371 -1.24 1.02 2.26
0.367879 1.2 1 -0.504222 0.12852 -1.92 0.66 2.58
0.00673795 1.2 1 -0.540286 0.00374493 -4.92 0.38 5.3
1096.63 1.2 7.38906 -1.21292 0.971419 -1.12 1.12 2.24
20.0855 1.2 403.429 -9.67398 4.2503 -1.48 0.88 2.36
20.0855 1.2 2980.96 -27.5175 7.02694 -1.92 0.66 2.58
0.367879 1.2 7.38906 -1.41924 0.17351 -2.56 0.4 2.96
1096.63 1.2 54.5982 -3.29883 2.63268 -1.12 1.12 2.24
0.00673795 1.2 7.38906 -1.4716 0.00359283 -5.74 0.52 6.26
1096.63 1.2 403.429 -8.98006 7.09632 -1.12 1.12 2.24
0.367879 1.2 54.5982 -3.93536 0.2004 -3.3 0.28 3.58
0.00673795 1.2 54.5982 -4.00353 0.00348071 -6.56 0.64 7.2
1096.63 1.2 2980.96 -24.5029 18.8615 -1.14 1.12 2.26
0.367879 1.2 403.429 -10.8014 0.209091 -4.1 0.28 4.38
0.00673795 1.2 403.429 -10.8857 0.00379965 -7.4 0.72 8.12
0.367879 1.2 2980.96 -29.4836 0.210269 -4.9 0.36 5.26
0.00673795 1.2 2980.96 -29.585 0.00716615 -8.22 0.5 8.72
20.0855 1.4 4.53999e-05 -0.00300577 0.00241146 -1.12 1.12 2.24
1096.63 1.4 4.53999e-05 -0.00300559 0.00241229 -1.12 1.12 2.24
0.367879 1.4 4.53999e-05 -0.00301542 0.00236736 -1.12 1.1 2.22
0.00673795 1.4 4.53999e-05 -0.00333467 0.00131505 -1.36 0.5 1.86
20.0855 1.4 0.000335463 -0.00817139 0.00655187 -1.12 1.12 2.24
1096.63 1.4 0.000335463 -0.00817007 0.00655799 -1.12 1.12 2.24
20.0855 1.4 0.00247875 -0.0222184 0.0177787 -1.12 1.12 2.24
0.367879 1.4 0.000335463 -0.00824118 0.00624044 -1.12 1.06 2.18
0.00673795 1.4 0.000335463 -0.00962092 0.00219441 -1.72 0.16 1.88
1096.63 1.4 0.00247875 -0.0222087 0.0178238 -1.12 1.12 2.24
20.0855 1.4 0.0183156 -0.0604422 0.0481203 -1.12 1.12 2.24
0.367879 1.4 0.00247875 -0.0227066 0.0157187 -1.14 0.96 2.1
0.00673795 1.4 0.00247875 -0.0274084 0.00308242 -2.26 -0.14 2.12
1096.63 1.4 0.0183156 -0.0603702 0.0484519 -1.12 1.12 2.24
20.0855 1.4 0.135335 -0.164637 0.129269 -1.12 1.1 2.22
0.367879 1.4 0.0183156 -0.0636062 0.0361324 -1.18 0.78 1.96
0.00673795 1.4 0.0183156 -0.0767087 0.00371398 -2.9 -0.32 2.58
1096.63 1.4 0.135335 -0.16411 0.131677 -1.12 1.12 2.24
20.0855 1.4 1 -0.449953 0.340717 -1.12 1.06 2.18
0.367879 1.4 0.135335 -0.182066 0.0718099 -1.36 0.5 1.86
0.00673795 1.4 0.135335 -0.211882 0.00395238 -3.58 -0.36 3.22
20.0855 1.4 7.38906 -1.23973 0.858218 -1.14 0.96 2.1
1096.63 1.4 1 -0.446143 0.35772 -1.12 1.12 2.24
20.0855 1.4 54.5982 -3.47269 1.97288 -1.18 0.78 1.96
0.367879 1.4 1 -0.52528 0.119814 -1.72 0.16 1.88
0.00673795 1.4 1 -0.580739 0.00388536 -4.28 -0.28 4
1096.63 1.4 7.38906 -1.21308 0.970683 -1.12 1.12 2.24
20.0855 1.4 403.429 -9.93915 3.92194 -1.36 0.5 1.86
0.367879 1.4 7.38906 -1.49641 0.168318 -2.26 -0.14 2.12
20.0855 1.4 2980.96 -28.6652 6.55182 -1.72 0.16 1.88
1096.63 1.4 54.5982 -3.30003 2.62729 -1.12 1.12 2.24
0.00673795 1.4 7.38906 -1.58522 0.00368375 -4.98 -0.14 4.84
1096.63 1.4 403.429 -8.98883 7.05794 -1.12 1.1 2.22
0.367879 1.4 54.5982 -4.18784 0.202931 -2.9 -0.34 2.56
0.00673795 1.4 54.5982 -4.31778 0.00352184 -5.68 -0.02 5.66
1096.63 1.4 2980.96 -24.5659 18.604 -1.12 1.06 2.18
0.367879 1.4 403.429 -11.566 0.216806 -3.58 -0.36 3.22
0.00673795 1.4 403.429 -11.7475 0.00386274 -6.4 0.06 6.46
0.367879 1.4 2980.96 -31.6896 0.21882 -4.26 -0.3 3.96
