#k  alpha sigma peak_neg peak_pos  theta_neg  theta_pos  peak_separation
403.429 -2 4.53999e-05 -0.00348801 0.0018394 -4.94 1.24 6.18
0.135335 -2 4.53999e-05 -0.00294073 0.00107567 -1.26 1.68 2.94
0.00247875 -2 4.53999e-05 -0.00153836 0.000526706 0.26 2.4 2.14
7.38906 -2 0.000335463 -0.00951895 0.00392845 -2.56 1.42 3.98
403.429 -2 0.000335463 -0.00960871 0.00483464 -4.46 1.26 5.72
0.135335 -2 0.000335463 -0.0071329 0.00254061 -0.86 1.82 2.68
0.00247875 -2 0.000335463 -0.00330441 0.00112591 0.62 2.64 2.02
7.38906 -2 0.00247875 -0.0249946 0.00985376 -2.12 1.5 3.62
403.429 -2 0.00247875 -0.0263629 0.012637 -3.96 1.3 5.26
0.135335 -2 0.00247875 -0.0167481 0.00585334 -0.48 1.98 2.46
7.38906 -2 0.0183156 -0.0642177 0.0242973 -1.68 1.58 3.26
0.00247875 -2 0.00247875 -0.00693969 0.00235814 0.96 2.9 1.94
403.429 -2 0.0183156 -0.0719321 0.0327908 -3.48 1.32 4.8
0.135335 -2 0.0183156 -0.0380737 0.0131382 -0.1 2.18 2.28
7.38906 -2 0.135335 -0.160574 0.0587243 -1.26 1.68 2.94
0.00247875 -2 0.0183156 -0.0143118 0.00485322 1.32 3.2 1.88
403.429 -2 0.135335 -0.194552 0.0843346 -3.02 1.38 4.4
7.38906 -2 1 -0.389444 0.138713 -0.86 1.82 2.68
0.135335 -2 0.135335 -0.0839977 0.0287543 0.26 2.4 2.14
0.00247875 -2 0.135335 -0.0290977 0.00985062 1.66 3.48 1.82
7.38906 -2 7.38906 -0.914424 0.319583 -0.48 1.98 2.46
403.429 -2 1 -0.519716 0.214486 -2.56 1.42 3.98
0.135335 -2 1 -0.180417 0.061473 0.62 2.64 2.02
0.00247875 -2 1 -0.0585068 0.0197761 2 3.8 1.8
7.38906 -2 54.5982 -2.07884 0.717328 -0.1 2.18 2.28
403.429 -2 7.38906 -1.36465 0.537995 -2.12 1.5 3.62
0.135335 -2 7.38906 -0.378908 0.128751 0.96 2.9 1.94
7.38906 -2 403.429 -4.58688 1.57001 0.26 2.4 2.14
0.00247875 -2 7.38906 -0.116658 0.0393733 2.34 4.1 1.76
7.38906 -2 2980.96 -9.85546 3.35691 0.62 2.64 2.02
403.429 -2 54.5982 -3.50614 1.32658 -1.68 1.58 3.26
0.135335 -2 54.5982 -0.781465 0.264985 1.32 3.2 1.88
403.429 -2 403.429 -8.76702 3.20622 -1.26 1.68 2.94
0.00247875 -2 54.5982 -0.231192 0.0778851 2.68 4.42 1.74
0.135335 -2 403.429 -1.5891 0.537877 1.66 3.48 1.82
403.429 -2 2980.96 -21.2667 7.57361 -0.88 1.82 2.7
0.00247875 -2 403.429 -0.456178 0.153372 3 4.76 1.76
0.135335 -2 2980.96 -3.19675 1.08004 2 3.8 1.8
0.00247875 -2 2980.96 -0.897541 0.301031 3.34 5.08 1.74
7.38906 -1.8 4.53999e-05 -0.00338818 0.00161672 -3.36 1.34 4.7
403.429 -1.8 4.53999e-05 -0.00324375 0.00190608 -5.52 1.22 6.74
0.135335 -1.8 4.53999e-05 -0.00286674 0.00113092 -1.42 1.64 3.06
0.00247875 -1.8 4.53999e-05 -0.00145258 0.000533836 0.24 2.38 2.14
7.38906 -1.8 0.000335463 -0.00912013 0.00412173 -2.84 1.38 4.22
403.429 -1.8 0.000335463 -0.00897589 0.00502108 -4.96 1.24 6.2
0.135335 -1.8 0.000335463 -0.00695017 0.00266153 -0.98 1.78 2.76
0.00247875 -1.8 0.000335463 -0.00306139 0.00112023 0.62 2.66 2.04
7.38906 -1.8 0.00247875 -0.024127 0.0103593 -2.36 1.44 3.8
403.429 -1.8 0.00247875 -0.0247502 0.0131559 -4.42 1.26 5.68
0.135335 -1.8 0.00247875 -0.0162288 0.00608876 -0.56 1.94 2.5
7.38906 -1.8 0.0183156 -0.0623743 0.0255678 -1.88 1.54 3.42
0.00247875 -1.8 0.00247875 -0.00628996 0.00229684 1 2.94 1.94
403.429 -1.8 0.0183156 -0.0679361 0.0342268 -3.88 1.3 5.18
0.135335 -1.8 0.0183156 -0.03651 0.013517 -0.16 2.16 2.32
7.38906 -1.8 0.135335 -0.156534 0.0617406 -1.42 1.64 3.06
0.00247875 -1.8 0.0183156 -0.0126681 0.0046183 1.36 3.26 1.9
403.429 -1.8 0.135335 -0.185015 0.0882628 -3.36 1.34 4.7
7.38906 -1.8 1 -0.379467 0.145315 -0.98 1.78 2.76
0.135335 -1.8 0.135335 -0.0793138 0.0291434 0.24 2.38 2.14
0.00247875 -1.8 0.135335 -0.0251256 0.0091471 1.74 3.58 1.84
7.38906 -1.8 7.38906 -0.886075 0.332436 -0.56 1.94 2.5
403.429 -1.8 1 -0.497941 0.225039 -2.84 1.38 4.22
0.135335 -1.8 1 -0.167148 0.0611629 0.62 2.66 2.04
0.00247875 -1.8 1 -0.0492636 0.0179074 2.1 3.9 1.8
7.38906 -1.8 54.5982 -1.99349 0.738014 -0.16 2.16 2.32
403.429 -1.8 7.38906 -1.31729 0.565599 -2.36 1.44 3.8
0.135335 -1.8 7.38906 -0.343432 0.125405 1 2.94 1.94
7.38906 -1.8 403.429 -4.33118 1.59126 0.24 2.38 2.14
0.00247875 -1.8 7.38906 -0.0957686 0.0347596 2.46 4.24 1.78
7.38906 -1.8 2980.96 -9.13167 3.33998 0.62 2.66 2.04
403.429 -1.8 54.5982 -3.40551 1.39595 -1.88 1.54 3.42
0.135335 -1.8 54.5982 -0.691734 0.252159 1.36 3.26 1.9
403.429 -1.8 403.429 -8.54667 3.37091 -1.42 1.64 3.06
0.00247875 -1.8 54.5982 -0.185065 0.067033 2.82 4.6 1.78
0.135335 -1.8 403.429 -1.37221 0.499462 1.74 3.58 1.84
403.429 -1.8 2980.96 -20.7213 7.93408 -0.98 1.78 2.76
0.00247875 -1.8 403.429 -0.35609 0.128706 3.18 4.94 1.76
0.135335 -1.8 2980.96 -2.692 0.977984 2.1 3.9 1.8
0.00247875 -1.8 2980.96 -0.683284 0.246343 3.54 5.3 1.76
7.38906 -1.6 4.53999e-05 -0.00318373 0.001697 -3.8 1.3 5.1
403.429 -1.6 4.53999e-05 -0.00300528 0.00197795 -1.12 1.2 2.32
0.135335 -1.6 4.53999e-05 -0.00278356 0.00119717 -1.6 1.6 3.2
0.00247875 -1.6 4.53999e-05 -0.00136633 0.000543777 0.2 2.38 2.18
7.38906 -1.6 0.000335463 -0.00864643 0.00434065 -3.22 1.34 4.56
403.429 -1.6 0.000335463 -0.00827085 0.00522326 -5.62 1.22 6.84
0.135335 -1.6 0.000335463 -0.00675778 0.0028095 -1.12 1.74 2.86
0.00247875 -1.6 0.000335463 -0.00281693 0.00111696 0.62 2.66 2.04
7.38906 -1.6 0.00247875 -0.0230899 0.0109421 -2.66 1.4 4.06
403.429 -1.6 0.00247875 -0.0229305 0.0137232 -5 1.24 6.24
0.135335 -1.6 0.00247875 -0.0157051 0.00638288 -0.66 1.9 2.56
7.38906 -1.6 0.0183156 -0.06021 0.0270611 -2.12 1.48 3.6
0.00247875 -1.6 0.00247875 -0.00564286 0.00223414 1.02 2.98 1.96
403.429 -1.6 0.0183156 -0.0633486 0.03581 -4.38 1.26 5.64
0.135335 -1.6 0.0183156 -0.0349368 0.014003 -0.22 2.12 2.34
7.38906 -1.6 0.135335 -0.151993 0.0653574 -1.6 1.6 3.2
0.00247875 -1.6 0.0183156 -0.0110578 0.00437228 1.42 3.32 1.9
403.429 -1.6 0.135335 -0.173854 0.0926462 -3.8 1.3 5.1
7.38906 -1.6 1 -0.368963 0.153393 -1.12 1.74 2.86
0.135335 -1.6 0.135335 -0.0746046 0.0296861 0.2 2.38 2.18
0.00247875 -1.6 0.135335 -0.021313 0.00841687 1.82 3.68 1.86
7.38906 -1.6 7.38906 -0.857481 0.348495 -0.66 1.9 2.56
403.429 -1.6 1 -0.472078 0.236991 -3.22 1.34 4.56
0.135335 -1.6 1 -0.153801 0.0609842 0.62 2.66 2.04
0.00247875 -1.6 1 -0.0405832 0.0160056 2.22 4.04 1.82
7.38906 -1.6 54.5982 -1.9076 0.764547 -0.22 2.12 2.34
403.429 -1.6 7.38906 -1.26066 0.597419 -2.66 1.4 4.06
0.135335 -1.6 7.38906 -0.308103 0.121981 1.02 2.98 1.96
7.38906 -1.6 403.429 -4.0742 1.62089 0.2 2.38 2.18
0.00247875 -1.6 7.38906 -0.0766338 0.0301706 2.6 4.4 1.8
7.38906 -1.6 2980.96 -8.40304 3.33021 0.62 2.66 2.04
403.429 -1.6 54.5982 -3.28735 1.47748 -2.12 1.48 3.6
0.135335 -1.6 54.5982 -0.603807 0.238726 1.42 3.32 1.9
403.429 -1.6 403.429 -8.29863 3.56837 -1.6 1.6 3.2
0.00247875 -1.6 54.5982 -0.143824 0.0565083 2.98 4.78 1.8
0.135335 -1.6 403.429 -1.16404 0.459588 1.82 3.68 1.86
403.429 -1.6 2980.96 -20.148 8.37514 -1.12 1.72 2.84
0.135335 -1.6 2980.96 -2.2178 0.874108 2.2 4.04 1.84
0.00247875 -1.6 403.429 -0.268908 0.10539 3.38 5.16 1.78
0.00247875 -1.6 2980.96 -0.501465 0.195988 3.76 5.54 1.78
7.38906 -1.4 4.53999e-05 -0.00299322 0.00178678 -1.08 1.26 2.34
403.429 -1.4 4.53999e-05 -0.00300535 0.00205551 -1.12 1.18 2.3
0.135335 -1.4 4.53999e-05 -0.00268697 0.00127764 -1.84 1.54 3.38
0.00247875 -1.4 4.53999e-05 -0.00128 0.000557762 0.16 2.36 2.2
7.38906 -1.4 0.000335463 -0.00808254 0.00458934 -1.04 1.3 2.34
403.429 -1.4 0.000335463 -0.0081683 0.00544284 -1.12 1.2 2.32
0.135335 -1.4 0.000335463 -0.00655076 0.00299383 -1.3 1.68 2.98
0.00247875 -1.4 0.000335463 -0.00257242 0.00111764 0.6 2.68 2.08
7.38906 -1.4 0.00247875 -0.0218234 0.0116169 -3.04 1.36 4.4
403.429 -1.4 0.00247875 -0.0221957 0.014344 -1.1 1.22 2.32
0.135335 -1.4 0.00247875 -0.0151748 0.00675805 -0.8 1.86 2.66
7.38906 -1.4 0.0183156 -0.057576 0.0288298 -2.42 1.44 3.86
0.00247875 -1.4 0.00247875 -0.00500267 0.00217133 1.04 3.04 2
403.429 -1.4 0.0183156 -0.060276 0.0375604 -1.1 1.24 2.34
0.135335 -1.4 0.0183156 -0.0333654 0.0146399 -0.3 2.1 2.4
7.38906 -1.4 0.135335 -0.14672 0.0697507 -1.84 1.54 3.38
0.00247875 -1.4 0.0183156 -0.00949425 0.00411591 1.48 3.4 1.92
403.429 -1.4 0.135335 -0.163424 0.0975481 -1.08 1.26 2.34
7.38906 -1.4 1 -0.357661 0.163457 -1.3 1.68 2.98
0.135335 -1.4 0.135335 -0.0698906 0.0304496 0.16 2.36 2.2
0.00247875 -1.4 0.135335 -0.0176955 0.00766338 1.9 3.8 1.9
7.38906 -1.4 7.38906 -0.828533 0.368978 -0.8 1.86 2.66
403.429 -1.4 1 -0.441292 0.250569 -1.04 1.3 2.34
0.135335 -1.4 1 -0.140452 0.0610213 0.6 2.68 2.08
0.00247875 -1.4 1 -0.0325798 0.0140852 2.34 4.2 1.86
7.38906 -1.4 54.5982 -1.8218 0.799323 -0.3 2.1 2.4
403.429 -1.4 7.38906 -1.19151 0.634262 -3.04 1.36 4.4
0.135335 -1.4 7.38906 -0.273149 0.118552 1.04 3.04 2
7.38906 -1.4 403.429 -3.8168 1.66257 0.16 2.36 2.2
0.00247875 -1.4 7.38906 -0.0594655 0.0256612 2.76 4.6 1.84
7.38906 -1.4 2980.96 -7.67475 3.33218 0.6 2.68 2.08
403.429 -1.4 54.5982 -3.14353 1.57404 -2.42 1.44 3.86
0.135335 -1.4 54.5982 -0.518436 0.224728 1.48 3.4 1.92
403.429 -1.4 403.429 -8.01077 3.80823 -1.84 1.54 3.38
0.00247875 -1.4 54.5982 -0.107922 0.0464566 3.18 5 1.82
0.135335 -1.4 403.429 -0.966521 0.418442 1.9 3.8 1.9
403.429 -1.4 2980.96 -19.531 8.92457 -1.3 1.68 2.98
0.00247875 -1.4 403.429 -0.195117 0.0837718 3.6 5.42 1.82
0.135335 -1.4 2980.96 -1.78053 0.769215 2.34 4.2 1.86
0.00247875 -1.4 2980.96 -0.351978 0.15066 4.02 5.82 1.8
7.38906 -1.2 4.53999e-05 -0.00299615 0.00188746 -1.1 1.24 2.34
403.429 -1.2 4.53999e-05 -0.00300541 0.0021392 -1.12 1.16 2.28
0.135335 -1.2 4.53999e-05 -0.00268783 0.00137659 -0.66 1.48 2.14
0.00247875 -1.2 4.53999e-05 -0.00123153 0.000577911 0.74 2.36 1.62
7.38906 -1.2 0.000335463 -0.00810219 0.00487263 -1.06 1.26 2.32
403.429 -1.2 0.000335463 -0.00816873 0.0056816 -1.12 1.18 2.3
0.135335 -1.2 0.000335463 -0.00656918 0.00322765 -0.36 1.62 1.98
0.00247875 -1.2 0.000335463 -0.00239858 0.00112468 1.16 2.7 1.54
7.38906 -1.2 0.00247875 -0.0217391 0.0124016 -1 1.32 2.32
403.429 -1.2 0.00247875 -0.0221988 0.0150245 -1.12 1.2 2.32
0.135335 -1.2 0.00247875 -0.0151567 0.00724862 -0.04 1.8 1.84
7.38906 -1.2 0.0183156 -0.057353 0.0309409 -0.86 1.38 2.24
0.00247875 -1.2 0.00247875 -0.00449738 0.00211056 1.6 3.1 1.5
403.429 -1.2 0.0183156 -0.0602983 0.0394974 -1.1 1.22 2.32
0.135335 -1.2 0.0183156 -0.0328686 0.0154998 0.34 2.04 1.7
7.38906 -1.2 0.135335 -0.146751 0.0751524 -0.66 1.48 2.14
0.00247875 -1.2 0.0183156 -0.00820388 0.00385149 2.04 3.5 1.46
403.429 -1.2 0.135335 -0.163584 0.103045 -1.1 1.24 2.34
7.38906 -1.2 1 -0.358667 0.176224 -0.36 1.62 1.98
0.135335 -1.2 0.135335 -0.0672398 0.0315496 0.74 2.36 1.62
0.00247875 -1.2 0.135335 -0.0146827 0.0068926 2.48 3.94 1.46
7.38906 -1.2 7.38906 -0.82754 0.395762 -0.04 1.8 1.84
403.429 -1.2 1 -0.442364 0.266036 -1.06 1.26 2.32
0.135335 -1.2 1 -0.13096 0.0614054 1.16 2.7 1.54
7.38906 -1.2 54.5982 -1.79468 0.846265 0.34 2.04 1.7
0.00247875 -1.2 1 -0.0259422 0.0121695 2.92 4.38 1.46
403.429 -1.2 7.38906 -1.18692 0.677103 -1 1.32 2.32
0.135335 -1.2 7.38906 -0.245558 0.115234 1.6 3.1 1.5
7.38906 -1.2 403.429 -3.67198 1.72261 0.74 2.36 1.62
7.38906 -1.2 2980.96 -7.1552 3.35307 1.16 2.7 1.54
0.00247875 -1.2 7.38906 -0.0454518 0.0212975 3.38 4.82 1.44
403.429 -1.2 54.5982 -3.1314 1.68931 -0.86 1.38 2.24
0.135335 -1.2 54.5982 -0.447968 0.21029 2.04 3.5 1.46
403.429 -1.2 403.429 -8.01271 4.10314 -0.66 1.48 2.14
0.00247875 -1.2 54.5982 -0.0791993 0.0370466 3.82 5.26 1.44
0.135335 -1.2 403.429 -0.801907 0.376351 2.48 3.94 1.46
403.429 -1.2 2980.96 -19.5871 9.62148 -0.36 1.62 1.98
0.135335 -1.2 2980.96 -1.41768 0.664575 2.92 4.38 1.46
0.00247875 -1.2 403.429 -0.137542 0.0642131 4.28 5.72 1.44
0.00247875 -1.2 2980.96 -0.238404 0.11104 4.74 6.18 1.44
7.38906 -1 4.53999e-05 -0.00299848 0.00200053 -1.1 1.2 2.3
403.429 -1 4.53999e-05 -0.00300546 0.00222902 -1.12 1.16 2.28
0.135335 -1 4.53999e-05 -0.00272977 0.00149986 -0.74 1.4 2.14
0.00247875 -1 4.53999e-05 -0.00118892 0.000607766 0.7 2.34 1.64
7.38906 -1 0.000335463 -0.00811831 0.00519622 -1.08 1.22 2.3
403.429 -1 0.000335463 -0.00816906 0.00594065 -1.12 1.16 2.28
0.135335 -1 0.000335463 -0.00669058 0.0035309 -0.48 1.54 2.02
0.00247875 -1 0.000335463 -0.0022267 0.0011425 1.16 2.74 1.58
7.38906 -1 0.00247875 -0.0218415 0.013318 -1.04 1.26 2.3
403.429 -1 0.00247875 -0.0222012 0.0157705 -1.12 1.18 2.3
0.135335 -1 0.00247875 -0.0153483 0.00790964 -0.14 1.74 1.88
7.38906 -1 0.0183156 -0.0579039 0.0334787 -0.92 1.32 2.24
0.00247875 -1 0.00247875 -0.00399252 0.00205601 1.62 3.18 1.56
403.429 -1 0.0183156 -0.0603156 0.0416459 -1.1 1.18 2.28
0.135335 -1 0.0183156 -0.0326949 0.016702 0.26 2 1.74
7.38906 -1 0.135335 -0.14904 0.0818825 -0.74 1.4 2.14
0.00247875 -1 0.0183156 -0.00694491 0.00358373 2.1 3.64 1.54
403.429 -1 0.135335 -0.163711 0.109219 -1.1 1.2 2.3
7.38906 -1 1 -0.365295 0.192781 -0.48 1.54 2.02
0.135335 -1 0.135335 -0.0649131 0.0331793 0.7 2.34 1.64
0.00247875 -1 0.135335 -0.0118417 0.0061144 2.6 4.12 1.52
7.38906 -1 7.38906 -0.838002 0.431852 -0.14 1.74 1.88
403.429 -1 1 -0.443245 0.283704 -1.08 1.22 2.3
0.135335 -1 1 -0.121576 0.0623785 1.16 2.74 1.58
0.00247875 -1 1 -0.0199334 0.0102883 3.1 4.6 1.5
7.38906 -1 54.5982 -1.7852 0.9119 0.26 2 1.74
403.429 -1 7.38906 -1.19251 0.727139 -1.04 1.26 2.3
0.135335 -1 7.38906 -0.217993 0.112255 1.62 3.18 1.56
7.38906 -1 403.429 -3.54499 1.81157 0.7 2.34 1.64
0.00247875 -1 7.38906 -0.0332885 0.0171609 3.58 5.1 1.52
7.38906 -1 2980.96 -6.64292 3.40607 1.16 2.74 1.58
403.429 -1 54.5982 -3.16147 1.82786 -0.92 1.32 2.24
0.135335 -1 54.5982 -0.379226 0.195669 2.1 3.64 1.54
403.429 -1 403.429 -8.1377 4.47058 -0.74 1.4 2.14
0.00247875 -1 54.5982 -0.0553189 0.0284652 4.08 5.58 1.5
0.135335 -1 403.429 -0.646761 0.333855 2.6 4.12 1.52
403.429 -1 2980.96 -19.9489 10.5252 -0.48 1.54 2.02
0.135335 -1 2980.96 -1.0894 0.561822 3.1 4.6 1.5
0.00247875 -1 403.429 -0.0916627 0.0470651 4.58 6.08 1.5
0.00247875 -1 2980.96 -0.151664 0.0776688 5.08 6.58 1.5
7.38906 -0.8 4.53999e-05 -0.00300028 0.00212755 -1.1 1.18 2.28
403.429 -0.8 4.53999e-05 -0.00300549 0.00232221 -1.12 1.14 2.26
0.135335 -0.8 4.53999e-05 -0.00277448 0.00165546 -0.84 1.34 2.18
0.00247875 -0.8 4.53999e-05 -0.00114938 0.000654063 0.62 2.32 1.7
7.38906 -0.8 0.000335463 -0.00813121 0.00556663 -1.1 1.2 2.3
403.429 -0.8 0.000335463 -0.00816931 0.00621652 -1.12 1.14 2.26
0.135335 -0.8 0.000335463 -0.00684132 0.00393338 -0.6 1.46 2.06
0.00247875 -0.8 0.000335463 -0.00205325 0.00117956 1.12 2.78 1.66
7.38906 -0.8 0.00247875 -0.0219284 0.0143922 -1.06 1.22 2.28
403.429 -0.8 0.00247875 -0.0222031 0.0165811 -1.12 1.14 2.26
0.135335 -0.8 0.00247875 -0.0156481 0.00883395 -0.26 1.66 1.92
7.38906 -0.8 0.0183156 -0.058419 0.0365494 -1 1.26 2.26
0.00247875 -0.8 0.00247875 -0.00348577 0.00201665 1.64 3.26 1.62
403.429 -0.8 0.0183156 -0.0603293 0.04402 -1.12 1.16 2.28
0.135335 -0.8 0.0183156 -0.0327257 0.018462 0.14 1.94 1.8
7.38906 -0.8 0.135335 -0.151482 0.0903778 -0.84 1.34 2.18
0.00247875 -0.8 0.0183156 -0.00572223 0.00332251 2.18 3.78 1.6
403.429 -0.8 0.135335 -0.16381 0.116155 -1.1 1.18 2.28
7.38906 -0.8 1 -0.373525 0.214755 -0.6 1.46 2.06
0.135335 -0.8 0.135335 -0.0627544 0.0357067 0.62 2.32 1.7
0.00247875 -0.8 0.135335 -0.00919936 0.00534801 2.72 4.32 1.6
7.38906 -0.8 7.38906 -0.854375 0.482316 -0.26 1.66 1.92
403.429 -0.8 1 -0.443949 0.303928 -1.1 1.2 2.3
0.135335 -0.8 1 -0.112105 0.0644019 1.12 2.78 1.66
0.00247875 -0.8 1 -0.014604 0.00848614 3.26 4.88 1.62
7.38906 -0.8 54.5982 -1.78689 1.00799 0.14 1.94 1.8
403.429 -0.8 7.38906 -1.19725 0.785786 -1.06 1.22 2.28
0.135335 -0.8 7.38906 -0.190325 0.110106 1.64 3.26 1.62
7.38906 -0.8 403.429 -3.42717 1.94952 0.62 2.32 1.7
0.00247875 -0.8 7.38906 -0.0230126 0.0133547 3.82 5.42 1.6
7.38906 -0.8 2980.96 -6.12592 3.51635 1.12 2.78 1.66
403.429 -0.8 54.5982 -3.18959 1.99552 -1 1.26 2.26
0.135335 -0.8 54.5982 -0.312465 0.181405 2.18 3.78 1.6
403.429 -0.8 403.429 -8.27094 4.93438 -0.84 1.34 2.18
0.00247875 -0.8 54.5982 -0.0361067 0.0209084 4.38 5.98 1.6
0.135335 -0.8 403.429 -0.502461 0.292004 2.72 4.32 1.6
403.429 -0.8 2980.96 -20.398 11.7247 -0.6 1.46 2.06
0.135335 -0.8 2980.96 -0.798197 0.463384 3.26 4.88 1.62
0.00247875 -0.8 403.429 -0.0565212 0.0326467 4.92 6.52 1.6
0.00247875 -0.8 2980.96 -0.0883879 0.0509002 5.48 7.08 1.6
7.38906 -0.6 4.53999e-05 -0.00300167 0.00226735 -1.12 1.14 2.26
403.429 -0.6 4.53999e-05 -0.00300552 0.00239592 -1.12 1.12 2.24
0.135335 -0.6 4.53999e-05 -0.00281993 0.00185405 -0.94 1.26 2.2
0.00247875 -0.6 4.53999e-05 -0.0011179 0.000731281 0.46 2.3 1.84
7.38906 -0.6 0.000335463 -0.00814142 0.00598752 -1.1 1.16 2.26
403.429 -0.6 0.000335463 -0.00816951 0.00646791 -1.12 1.12 2.24
0.135335 -0.6 0.000335463 -0.0070233 0.00448126 -0.74 1.36 2.1
0.00247875 -0.6 0.000335463 -0.00188525 0.00125535 1.02 2.82 1.8
7.38906 -0.6 0.00247875 -0.0219996 0.0156504 -1.08 1.18 2.26
403.429 -0.6 0.00247875 -0.0222046 0.017389 -1.12 1.14 2.26
0.135335 -0.6 0.00247875 -0.0161022 0.0101869 -0.44 1.56 2
7.38906 -0.6 0.0183156 -0.058878 0.040281 -1.04 1.2 2.24
0.00247875 -0.6 0.00247875 -0.00299094 0.0020142 1.6 3.38 1.78
403.429 -0.6 0.0183156 -0.0603399 0.04653 -1.12 1.14 2.26
0.135335 -0.6 0.0183156 -0.0331179 0.0212126 -0.02 1.86 1.88
7.38906 -0.6 0.135335 -0.153963 0.101221 -0.94 1.26 2.2
0.00247875 -0.6 0.0183156 -0.00456927 0.00309347 2.2 3.98 1.78
403.429 -0.6 0.135335 -0.163886 0.12379 -1.12 1.14 2.26
7.38906 -0.6 1 -0.38346 0.244668 -0.74 1.36 2.1
0.135335 -0.6 0.135335 -0.0610355 0.0399221 0.46 2.3 1.84
0.00247875 -0.6 0.135335 -0.00682918 0.00463074 2.82 4.6 1.78
7.38906 -0.6 7.38906 -0.879167 0.556182 -0.44 1.56 2
403.429 -0.6 1 -0.444506 0.326907 -1.1 1.16 2.26
0.135335 -0.6 1 -0.102933 0.0685395 1.02 2.82 1.8
0.00247875 -0.6 1 -0.0100826 0.00683254 3.44 5.2 1.76
7.38906 -0.6 54.5982 -1.80831 1.15816 -0.02 1.86 1.88
403.429 -0.6 7.38906 -1.20114 0.854481 -1.08 1.18 2.26
0.135335 -0.6 7.38906 -0.163308 0.109972 1.6 3.38 1.78
7.38906 -0.6 403.429 -3.33336 2.17962 0.48 2.3 1.82
0.00247875 -0.6 7.38906 -0.0147868 0.0100028 4.06 5.84 1.78
7.38906 -0.6 2980.96 -5.62517 3.74202 1.02 2.82 1.8
403.429 -0.6 54.5982 -3.21464 2.19925 -1.04 1.2 2.24
0.135335 -0.6 54.5982 -0.249511 0.168898 2.2 3.98 1.78
403.429 -0.6 403.429 -8.40637 5.52636 -0.94 1.26 2.2
0.00247875 -0.6 54.5982 -0.0216083 0.0145792 4.68 6.46 1.78
0.135335 -0.6 403.429 -0.373017 0.252835 2.82 4.6 1.78
403.429 -0.6 2980.96 -20.9401 13.3575 -0.74 1.36 2.1
0.135335 -0.6 2980.96 -0.551131 0.373073 3.44 5.2 1.76
0.00247875 -0.6 403.429 -0.0315204 0.0212041 5.3 7.08 1.78
0.00247875 -0.6 2980.96 -0.0459525 0.0308041 5.92 7.7 1.78
7.38906 -0.4 4.53999e-05 -0.00300277 0.00238527 -1.12 1.12 2.24
403.429 -0.4 4.53999e-05 -0.00300554 0.00241167 -1.12 1.12 2.24
0.135335 -0.4 4.53999e-05 -0.0028633 0.00210672 -1.02 1.2 2.22
0.00247875 -0.4 4.53999e-05 -0.00110536 0.000877334 0.2 2.26 2.06
7.38906 -0.4 0.000335463 -0.00814929 0.00640247 -1.1 1.14 2.24
403.429 -0.4 0.000335463 -0.00816966 0.00655343 -1.12 1.12 2.24
0.135335 -0.4 0.000335463 -0.00723223 0.00524245 -0.9 1.28 2.18
0.00247875 -0.4 0.000335463 -0.00173832 0.00142493 0.8 2.86 2.06
7.38906 -0.4 0.00247875 -0.0220566 0.0170271 -1.1 1.14 2.24
403.429 -0.4 0.00247875 -0.0222057 0.0177912 -1.12 1.12 2.24
0.135335 -0.4 0.00247875 -0.0167685 0.0122796 -0.68 1.44 2.12
7.38906 -0.4 0.0183156 -0.0592667 0.0446959 -1.08 1.16 2.24
0.00247875 -0.4 0.00247875 -0.00253242 0.00211397 1.46 3.52 2.06
403.429 -0.4 0.0183156 -0.0603481 0.0482261 -1.12 1.12 2.24
0.135335 -0.4 0.0183156 -0.0341583 0.0259509 -0.3 1.78 2.08
7.38906 -0.4 0.135335 -0.156331 0.115018 -1.02 1.2 2.22
0.00247875 -0.4 0.0183156 -0.00353119 0.0029707 2.14 4.22 2.08
403.429 -0.4 0.135335 -0.163946 0.13024 -1.12 1.12 2.24
7.38906 -0.4 1 -0.394867 0.286228 -0.9 1.28 2.18
0.135335 -0.4 0.135335 -0.0603508 0.0478953 0.2 2.26 2.06
0.00247875 -0.4 0.135335 -0.00481076 0.00405541 2.84 4.92 2.08
7.38906 -0.4 7.38906 -0.915542 0.67044 -0.68 1.44 2.12
403.429 -0.4 1 -0.444936 0.349563 -1.1 1.14 2.24
0.135335 -0.4 1 -0.0949107 0.0777987 0.8 2.86 2.06
7.38906 -0.4 54.5982 -1.86512 1.41684 -0.3 1.78 2.08
0.00247875 -0.4 1 -0.0064769 0.00545434 3.54 5.62 2.08
403.429 -0.4 7.38906 -1.20425 0.929648 -1.1 1.14 2.24
7.38906 -0.4 403.429 -3.29603 2.61485 0.2 2.26 2.06
0.135335 -0.4 7.38906 -0.138273 0.115419 1.46 3.52 2.06
7.38906 -0.4 2980.96 -5.1872 4.24727 0.8 2.86 2.06
0.00247875 -0.4 7.38906 -0.00866887 0.00728336 4.26 6.34 2.08
403.429 -0.4 54.5982 -3.23586 2.4403 -1.08 1.16 2.24
0.135335 -0.4 54.5982 -0.192828 0.162194 2.14 4.22 2.08
403.429 -0.4 403.429 -8.53558 6.27969 -1.02 1.2 2.22
0.00247875 -0.4 54.5982 -0.0115696 0.00968859 4.96 7.06 2.1
0.135335 -0.4 403.429 -0.262778 0.221419 2.84 4.92 2.08
